ticket_id,customer_id,created_date,ticket_type,priority,status,resolution_time_hours
932,651,2025-02-06,Product Issue,Low,Resolved,20.7
933,3261,2024-11-22,Refund Request,Medium,In Progress,10.6
934,1193,2025-08-10,Account Problem,Medium,In Progress,40.8
935,754,2025-01-08,Account Problem,Low,In Progress,54.0
936,503,2024-08-27,Account Problem,Medium,In Progress,2.3
937,935,2025-08-10,Product Issue,Medium,In Progress,65.0
938,1156,2025-01-06,Account Problem,Low,Resolved,21.3
939,2056,2025-05-24,Refund Request,Low,Resolved,28.2
940,1347,2025-05-16,General Inquiry,Medium,Resolved,85.3
941,2558,2025-01-21,Refund Request,Low,Closed,11.0
942,3293,2025-04-13,Shipping Delay,Low,Closed,24.0
943,3189,2025-01-03,General Inquiry,Medium,Closed,16.0
944,4108,2025-05-02,Shipping Delay,High,Resolved,31.3
945,3049,2025-03-08,General Inquiry,Medium,Resolved,49.0
946,4400,2024-10-21,Product Issue,Low,Closed,8.7
947,3965,2025-01-12,Account Problem,High,Closed,4.1
948,4299,2024-09-18,General Inquiry,Low,Resolved,15.2
949,3332,2025-08-04,General Inquiry,Low,In Progress,16.9
950,937,2025-07-15,General Inquiry,Low,Closed,17.0
951,3245,2025-07-26,Shipping Delay,Low,Closed,1.2
952,4455,2025-01-30,Account Problem,Medium,Resolved,8.9
953,4141,2025-05-30,Account Problem,Critical,Resolved,22.4
954,1359,2025-03-31,Product Issue,Medium,Resolved,1.2
955,969,2024-09-22,General Inquiry,Low,Resolved,28.8
956,4714,2024-11-02,Product Issue,Low,Closed,39.3
957,529,2024-12-02,General Inquiry,Medium,Closed,13.1
958,2955,2024-11-11,Shipping Delay,Medium,In Progress,43.9
959,1361,2025-04-18,Refund Request,Medium,Open,20.0
960,2165,2025-06-08,Shipping Delay,Low,Resolved,88.6
961,634,2025-03-07,Account Problem,High,Open,43.1
962,1517,2025-05-06,General Inquiry,Medium,Resolved,22.6
963,1853,2025-06-05,Product Issue,High,Resolved,14.8
964,2494,2024-09-13,Shipping Delay,Medium,In Progress,57.9
965,86,2024-10-16,Refund Request,Medium,Closed,22.9
966,1799,2025-06-10,Shipping Delay,Low,Resolved,16.0
967,3848,2024-12-26,Product Issue,Critical,Resolved,27.9
968,1195,2025-03-22,Refund Request,Low,Resolved,29.1
969,4519,2025-08-13,Product Issue,High,Closed,41.3
970,2689,2024-09-04,General Inquiry,High,Closed,10.4
971,594,2024-10-28,Shipping Delay,High,Resolved,48.6
972,2939,2024-12-19,General Inquiry,Low,Closed,51.9
973,1926,2025-07-18,General Inquiry,Low,Resolved,53.7
974,2982,2025-01-16,Refund Request,Medium,Resolved,1.7
975,4793,2024-10-21,Product Issue,Low,Closed,10.2
976,3880,2024-09-18,Refund Request,Low,Closed,34.5
977,4485,2025-04-06,General Inquiry,Low,Closed,70.1
978,3879,2025-02-04,Shipping Delay,High,Closed,10.4
979,1271,2024-11-29,Account Problem,Medium,Closed,59.5
980,1451,2025-02-17,Product Issue,Medium,Closed,37.3
981,2280,2025-02-02,Account Problem,Medium,Resolved,69.5
982,1262,2024-09-04,Account Problem,Medium,In Progress,31.1
983,2135,2024-12-11,Account Problem,Low,Resolved,13.6
984,3914,2025-05-28,Refund Request,Critical,Open,1.3
985,570,2024-12-10,Refund Request,Critical,Closed,67.6
986,2942,2024-09-08,Product Issue,High,Resolved,13.4
987,315,2024-12-10,Account Problem,Medium,In Progress,9.6
988,3985,2024-10-13,General Inquiry,Low,Resolved,11.9
989,1297,2024-11-28,Refund Request,Medium,Closed,18.9
990,3686,2024-09-28,General Inquiry,Low,Resolved,57.8
991,289,2024-12-07,Refund Request,Low,Closed,19.6
992,4529,2024-10-12,Shipping Delay,Medium,Resolved,55.8
993,2641,2025-05-13,Product Issue,Medium,Closed,1.0
994,4988,2025-05-07,Refund Request,Medium,In Progress,22.8
995,3969,2025-01-25,General Inquiry,Medium,Closed,13.0
996,3011,2024-12-17,General Inquiry,Low,Resolved,9.4
997,3127,2025-01-09,Account Problem,Medium,Closed,8.2
998,2692,2024-10-16,Refund Request,Low,In Progress,13.2
999,3920,2025-01-28,Product Issue,Low,Resolved,48.6
1000,71,2024-09-13,General Inquiry,Medium,Resolved,8.1
1001,4769,2025-07-21,General Inquiry,Medium,Resolved,4.7
1002,313,2025-01-17,Refund Request,Low,Closed,21.8
1003,4563,2024-09-07,Shipping Delay,Medium,Closed,49.1
1004,645,2024-11-24,General Inquiry,Low,In Progress,4.1
1005,3557,2025-01-20,Refund Request,High,Closed,6.7
1006,3140,2024-12-10,General Inquiry,Low,Resolved,1.5
1007,3759,2024-11-20,Refund Request,Low,Closed,3.9
1008,4098,2024-08-27,Account Problem,Low,Resolved,56.1
1009,3018,2025-07-24,Product Issue,Critical,Resolved,50.9
1010,698,2025-05-23,Product Issue,Low,Closed,13.2
1011,1083,2024-08-27,Refund Request,High,Closed,9.3
1012,4077,2025-02-03,Product Issue,Low,Resolved,13.7
1013,1233,2024-10-18,General Inquiry,Low,Resolved,5.5
1014,3617,2024-12-13,Account Problem,High,In Progress,51.0
1015,2349,2025-02-12,General Inquiry,High,Resolved,8.0
1016,2180,2025-08-01,Refund Request,High,Open,15.1
1017,4942,2025-01-16,Product Issue,High,Resolved,16.8
1018,1804,2025-07-29,General Inquiry,High,Resolved,12.4
1019,4110,2025-01-14,Shipping Delay,Medium,Closed,10.8
1020,3050,2025-05-11,Account Problem,Low,Closed,10.8
1021,4770,2024-08-20,Account Problem,Medium,Closed,52.9
1022,4789,2025-08-08,General Inquiry,High,Closed,6.5
1023,3854,2025-01-02,General Inquiry,Medium,Closed,19.4
1024,1337,2025-06-14,Account Problem,Medium,Closed,75.9
1025,425,2025-05-22,Product Issue,Critical,In Progress,35.8
1026,3863,2024-11-09,General Inquiry,High,Open,1.9
1027,1257,2024-09-13,Product Issue,High,Closed,0.9
1028,2538,2025-07-09,General Inquiry,Medium,Closed,37.4
1029,3652,2024-11-09,Product Issue,Low,Closed,17.0
1030,3871,2025-04-13,Account Problem,High,Closed,23.9
1031,3971,2025-05-17,Refund Request,Medium,Closed,62.4
1032,1584,2025-02-19,General Inquiry,Low,Open,68.4
1033,4473,2025-06-06,Account Problem,Low,In Progress,35.1
1034,457,2025-03-10,General Inquiry,High,Closed,11.3
1035,4468,2024-11-06,Refund Request,Medium,In Progress,63.9
1036,651,2025-02-12,Refund Request,High,Closed,48.6
1037,2833,2024-12-05,Shipping Delay,Medium,In Progress,21.1
1038,3608,2025-02-18,Product Issue,Low,Open,1.6
1039,86,2025-01-10,General Inquiry,High,Open,56.9
1040,2216,2025-01-11,Refund Request,Medium,Closed,32.6
1041,4217,2025-06-21,Shipping Delay,Medium,Closed,15.4
1042,2179,2025-05-24,Product Issue,High,Closed,10.1
1043,1918,2025-04-08,Refund Request,Medium,Resolved,15.7
1044,2402,2025-06-16,Refund Request,Low,Resolved,5.1
1045,329,2024-11-12,Refund Request,Medium,Resolved,4.4
1046,4419,2025-02-24,Product Issue,Low,Closed,25.2
1047,1648,2025-02-16,Refund Request,High,Closed,9.3
1048,3740,2025-05-26,Account Problem,High,In Progress,19.1
1049,2381,2025-02-20,Account Problem,Medium,Resolved,4.5
1050,4681,2025-08-05,Product Issue,Medium,Closed,6.6
1051,364,2025-06-19,Shipping Delay,Medium,Open,30.1
1052,653,2024-10-28,Account Problem,Medium,Resolved,14.4
1053,734,2024-12-13,Shipping Delay,Low,Closed,9.9
1054,1464,2025-06-12,General Inquiry,Medium,Closed,10.8
1055,1322,2025-06-02,General Inquiry,High,Closed,12.3
1056,1474,2024-10-24,Product Issue,Low,Resolved,36.2
1057,1347,2025-07-30,Account Problem,Medium,In Progress,47.5
1058,2389,2024-11-24,Shipping Delay,Low,Closed,39.6
1059,2042,2024-10-21,General Inquiry,Medium,Resolved,5.4
1060,1870,2025-02-20,Refund Request,Critical,Closed,22.5
1061,2882,2025-03-03,Shipping Delay,Low,Resolved,28.9
1062,3978,2024-12-16,Shipping Delay,Medium,Open,6.1
1063,205,2025-06-16,Shipping Delay,Medium,Resolved,18.1
1064,2214,2025-05-12,General Inquiry,Low,In Progress,9.4
1065,788,2024-09-14,General Inquiry,Critical,Closed,1.3
1066,4120,2024-10-24,Refund Request,Low,Closed,18.5
1067,233,2025-07-11,Refund Request,Low,Closed,0.0
1068,2885,2025-03-14,Shipping Delay,High,Open,38.7
1069,1489,2025-05-03,Shipping Delay,Medium,Open,56.4
1070,3277,2025-02-23,Account Problem,Medium,Closed,2.4
1071,3887,2025-04-22,Account Problem,Medium,Closed,23.5
1072,1969,2025-01-24,General Inquiry,High,Resolved,2.0
1073,322,2025-06-12,General Inquiry,Low,In Progress,11.3
1074,2277,2025-08-09,Account Problem,Low,Resolved,13.1
1075,1253,2025-06-17,Shipping Delay,Low,Closed,2.5
1076,1952,2024-09-27,Shipping Delay,Low,Closed,37.6
1077,1584,2024-10-07,Refund Request,Medium,In Progress,35.7
1078,1839,2025-06-05,Account Problem,Low,Closed,18.2
1079,45,2025-05-29,Product Issue,Low,Closed,50.9
1080,2856,2025-02-28,General Inquiry,Low,Closed,96.7
1081,201,2024-10-12,Product Issue,Low,Resolved,2.5
1082,1670,2025-01-29,Refund Request,Low,Closed,24.6
1083,897,2024-09-27,Refund Request,Low,In Progress,0.7
1084,1203,2024-10-17,Product Issue,High,Open,29.2
1085,4365,2024-12-03,Account Problem,Medium,In Progress,2.3
1086,1976,2025-07-07,Account Problem,Low,Closed,11.4
1087,4231,2025-05-21,Product Issue,Medium,Closed,23.3
1088,2739,2025-03-31,Account Problem,Medium,Closed,1.3
1089,591,2025-04-11,Refund Request,Low,Open,5.7
1090,103,2025-07-19,Shipping Delay,High,Resolved,2.7
1091,150,2025-07-08,General Inquiry,Low,Closed,60.8
1092,443,2025-03-20,Shipping Delay,Medium,Resolved,12.3
1093,4837,2025-02-12,General Inquiry,Medium,In Progress,13.3
1094,2698,2025-02-07,Shipping Delay,Low,Resolved,8.7
1095,4979,2025-04-10,Account Problem,Medium,Resolved,18.4
1096,265,2025-03-25,Product Issue,Low,Closed,5.5
1097,4582,2025-04-07,Shipping Delay,Low,In Progress,61.5
1098,2288,2025-07-10,Shipping Delay,High,Resolved,43.7
1099,813,2024-12-06,Refund Request,Medium,Closed,12.3
1100,1366,2025-04-29,Shipping Delay,Low,In Progress,41.7
1101,211,2025-07-05,Product Issue,Low,Resolved,5.4
1102,1519,2025-07-09,Shipping Delay,High,Resolved,40.6
1103,2813,2025-03-01,Account Problem,Low,Closed,14.3
1104,2459,2024-09-14,Shipping Delay,Low,Closed,1.8
1105,2276,2025-03-31,Shipping Delay,Low,Resolved,11.8
1106,3353,2024-12-16,Refund Request,Medium,In Progress,72.0
1107,513,2025-05-13,Shipping Delay,Medium,Resolved,8.7
1108,4279,2025-07-14,Account Problem,Medium,Resolved,17.8
1109,1403,2024-08-31,Account Problem,Medium,Open,1.7
1110,2569,2025-01-22,Refund Request,High,Closed,0.8
1111,2463,2025-05-18,Refund Request,Low,Resolved,16.1
1112,466,2025-03-19,Shipping Delay,Low,Resolved,16.7
1113,4107,2024-10-03,General Inquiry,Low,Closed,1.9
1114,3921,2024-10-24,Shipping Delay,Medium,Closed,16.2
1115,2399,2025-07-11,Account Problem,Medium,Closed,80.2
1116,3601,2025-02-10,Shipping Delay,High,Closed,2.4
1117,4558,2024-12-29,Refund Request,Medium,Closed,46.9
1118,3492,2025-01-20,Product Issue,High,Closed,32.7
1119,384,2024-09-21,Refund Request,High,Resolved,4.2
1120,1542,2025-05-24,Account Problem,Medium,In Progress,24.5
1121,4763,2024-08-21,Shipping Delay,High,Open,12.5
1122,2387,2024-12-09,Account Problem,Medium,Closed,28.0
1123,3875,2025-08-06,General Inquiry,High,Closed,66.4
1124,4934,2024-08-31,Shipping Delay,Low,Resolved,6.8
1125,2755,2025-03-22,Account Problem,Medium,Resolved,48.7
1126,1548,2025-01-29,Shipping Delay,Medium,Closed,3.0
1127,1178,2025-02-16,General Inquiry,Medium,Closed,2.8
1128,175,2025-07-06,Shipping Delay,Medium,Resolved,33.0
1129,4391,2024-10-28,Shipping Delay,Low,In Progress,16.5
1130,869,2024-10-11,Account Problem,High,Resolved,20.5
1131,4285,2024-12-20,Shipping Delay,Low,Resolved,1.9
1132,258,2025-06-20,Product Issue,Medium,In Progress,14.5
1133,2104,2025-03-07,General Inquiry,Low,Closed,35.8
1134,3677,2025-08-15,Account Problem,Low,In Progress,47.7
1135,2795,2025-01-16,Product Issue,Low,Resolved,10.4
1136,2849,2025-02-28,Product Issue,Low,Resolved,36.7
1137,2117,2024-11-28,Product Issue,Low,Closed,2.7
1138,4798,2025-03-07,Account Problem,Low,Open,4.4
1139,3952,2024-09-13,Shipping Delay,Low,Resolved,9.7
1140,2188,2024-08-28,Shipping Delay,Medium,Resolved,10.7
1141,1851,2025-01-10,Account Problem,Medium,Open,0.3
1142,80,2025-07-13,Account Problem,Critical,Resolved,145.6
1143,1872,2024-10-18,Refund Request,High,Resolved,23.7
1144,1410,2024-12-02,Product Issue,Low,Closed,9.8
1145,2897,2025-02-11,Shipping Delay,High,Closed,77.4
1146,135,2024-09-14,Account Problem,Low,Closed,19.0
1147,641,2025-08-17,Refund Request,Low,Resolved,81.5
1148,1025,2025-08-17,Account Problem,Low,In Progress,83.7
1149,949,2025-01-14,Shipping Delay,Low,Resolved,51.1
1150,3849,2024-12-29,Account Problem,Medium,Closed,11.9
1151,1407,2025-08-07,Product Issue,Low,Open,9.9
1152,4110,2025-01-16,Refund Request,Medium,Resolved,56.6
1153,1300,2025-04-13,General Inquiry,High,In Progress,50.5
1154,2832,2024-10-31,Account Problem,Low,Closed,36.4
1155,1497,2025-04-18,Product Issue,Medium,In Progress,31.3
1156,184,2025-07-15,Shipping Delay,High,Closed,64.9
1157,2340,2025-06-06,Account Problem,Low,Closed,17.0
1158,3892,2025-05-15,General Inquiry,High,In Progress,8.6
1159,2701,2025-06-17,General Inquiry,Medium,In Progress,18.5
1160,2544,2025-06-16,General Inquiry,Low,Closed,48.8
1161,1052,2025-03-12,General Inquiry,Low,Closed,16.2
1162,1792,2025-05-31,General Inquiry,High,Closed,5.1
1163,3224,2025-01-26,Account Problem,Low,Resolved,4.7
1164,2770,2025-07-29,Account Problem,Medium,Closed,21.8
1165,146,2024-12-18,Account Problem,Medium,Resolved,51.4
1166,559,2024-09-13,Shipping Delay,Low,Resolved,75.1
1167,575,2025-08-13,Account Problem,High,Closed,69.4
1168,1456,2024-10-26,General Inquiry,Medium,Resolved,47.9
1169,3993,2024-08-26,Refund Request,Medium,Resolved,4.9
1170,335,2024-12-25,Product Issue,Medium,Closed,8.7
1171,432,2024-11-27,Product Issue,Medium,Closed,4.1
1172,4834,2024-09-29,General Inquiry,Medium,Resolved,4.3
1173,4450,2025-01-01,General Inquiry,Medium,Open,7.4
1174,116,2025-06-20,Account Problem,Medium,Resolved,78.6
1175,1142,2024-10-06,Product Issue,Medium,Resolved,123.4
1176,3334,2025-02-28,Account Problem,Medium,Closed,24.9
1177,4183,2024-08-27,Product Issue,Medium,Open,21.7
1178,1051,2025-05-27,Product Issue,Medium,Closed,27.4
1179,4307,2025-02-20,Account Problem,Low,Resolved,53.5
1180,1168,2025-02-27,Product Issue,Low,Resolved,42.6
1181,2600,2025-01-27,Shipping Delay,Medium,In Progress,26.4
1182,4181,2025-07-24,Shipping Delay,Low,Open,12.2
1183,239,2025-06-04,Product Issue,Low,Resolved,2.1
1184,1323,2024-12-11,Product Issue,Medium,Resolved,48.4
1185,1462,2025-02-13,Refund Request,Medium,Resolved,41.1
1186,4302,2025-06-10,Shipping Delay,Medium,Closed,31.5
1187,2719,2025-02-20,Refund Request,Medium,Closed,13.3
1188,3720,2024-08-20,General Inquiry,Medium,Closed,1.7
1189,4244,2024-09-30,Shipping Delay,Medium,In Progress,5.6
1190,2193,2025-01-27,General Inquiry,Medium,Closed,44.0
1191,4604,2025-03-30,General Inquiry,Low,Closed,16.7
1192,1426,2025-01-09,Shipping Delay,Medium,Closed,11.7
1193,1100,2024-10-09,Product Issue,Low,Closed,47.4
1194,4303,2025-08-09,Product Issue,Medium,Resolved,0.9
1195,4964,2024-08-23,Product Issue,Low,Closed,10.1
1196,4341,2025-07-26,Account Problem,High,In Progress,118.8
1197,3773,2025-06-02,Shipping Delay,Medium,Resolved,6.6
1198,3342,2024-10-14,Account Problem,Medium,Closed,58.2
1199,4137,2025-05-01,Account Problem,Low,In Progress,16.7
1200,325,2024-11-17,General Inquiry,Medium,Closed,10.8
1201,1890,2024-10-30,Shipping Delay,Low,Closed,34.1
1202,3020,2025-01-11,Product Issue,Low,Closed,1.4
1203,2405,2024-10-04,Refund Request,Medium,Resolved,25.1
1204,3016,2025-02-23,Product Issue,Low,Closed,5.1
1205,3014,2024-08-28,Product Issue,Medium,Open,43.3
1206,2300,2025-01-19,Product Issue,High,Resolved,27.9
1207,2429,2025-01-08,Shipping Delay,Medium,Closed,23.7
1208,607,2025-06-11,Product Issue,Critical,Closed,14.6
1209,4369,2024-11-19,Shipping Delay,High,In Progress,30.4
1210,143,2025-05-05,Product Issue,Low,Open,19.5
1211,2760,2025-03-22,Refund Request,Low,Resolved,36.7
1212,4747,2024-09-14,Shipping Delay,Critical,Resolved,26.5
1213,968,2024-11-05,General Inquiry,High,Resolved,12.4
1214,3863,2025-06-28,General Inquiry,Low,Resolved,28.4
1215,1549,2025-02-16,Account Problem,Low,Resolved,10.1
1216,1304,2025-03-14,General Inquiry,Low,Open,56.5
1217,3085,2025-04-04,Account Problem,High,Resolved,5.7
1218,3298,2024-12-23,General Inquiry,Low,Closed,25.8
1219,1661,2025-01-14,General Inquiry,Low,Closed,11.3
1220,170,2025-05-11,General Inquiry,Low,Closed,4.2
1221,788,2024-10-09,Product Issue,Medium,Open,14.2
1222,1150,2025-08-15,Shipping Delay,Medium,Closed,51.1
1223,1911,2024-11-03,Refund Request,Low,Closed,64.8
1224,3517,2024-12-22,Product Issue,Medium,In Progress,7.9
1225,4204,2024-12-09,Account Problem,High,Closed,18.5
1226,4465,2025-07-18,Shipping Delay,Low,Resolved,127.5
1227,383,2024-11-12,Product Issue,Low,In Progress,112.1
1228,2935,2025-01-05,Product Issue,Low,Closed,2.1
1229,523,2025-04-26,Shipping Delay,Low,Closed,47.3
1230,1544,2025-08-13,Shipping Delay,Medium,In Progress,2.4
1231,120,2024-09-12,Account Problem,High,In Progress,9.8
1232,2612,2024-10-19,Shipping Delay,Medium,Closed,22.8
1233,1886,2025-04-02,Account Problem,Medium,Resolved,58.5
1234,3750,2024-08-24,General Inquiry,Medium,Closed,12.8
1235,1825,2024-12-15,Product Issue,Low,Resolved,112.5
1236,4644,2025-01-03,Account Problem,Medium,Closed,38.0
1237,613,2025-03-16,Product Issue,Medium,Resolved,48.8
1238,4628,2025-06-23,Shipping Delay,Medium,Resolved,6.2
1239,4642,2025-03-24,Shipping Delay,Medium,Closed,13.0
1240,4169,2025-06-28,Shipping Delay,Medium,Closed,6.1
1241,3925,2025-01-25,Refund Request,Medium,Closed,11.4
1242,3715,2024-11-10,Account Problem,Low,Resolved,15.4
1243,3443,2025-05-18,Product Issue,Medium,Resolved,9.1
1244,2235,2025-03-19,Product Issue,High,Resolved,60.2
1245,1284,2025-01-01,Product Issue,Critical,Closed,17.8
1246,2830,2025-07-08,Shipping Delay,High,Resolved,34.9
1247,4612,2025-04-08,Account Problem,Low,Closed,39.0
1248,4262,2025-08-12,Product Issue,Medium,Closed,129.8
1249,4759,2025-01-05,Shipping Delay,Medium,Open,14.0
1250,984,2024-10-09,Account Problem,Low,Closed,2.7
1251,3469,2024-12-07,Product Issue,Critical,Open,4.7
1252,2293,2025-06-30,Account Problem,Medium,Resolved,50.5
1253,4630,2025-07-16,Refund Request,Medium,Closed,6.3
1254,4237,2024-09-04,General Inquiry,Medium,Closed,20.2
1255,3509,2024-12-26,Account Problem,High,Resolved,4.3
1256,4104,2025-07-13,Product Issue,Low,Resolved,5.4
1257,3608,2024-09-01,General Inquiry,Medium,Closed,92.6
1258,905,2024-09-08,Shipping Delay,Medium,Closed,1.1
1259,1382,2024-12-02,Product Issue,Medium,Resolved,1.7
1260,1538,2025-07-04,General Inquiry,Low,Open,58.6
1261,51,2024-12-17,Product Issue,Low,In Progress,11.5
1262,3004,2025-06-19,Shipping Delay,Low,Closed,9.1
1263,423,2024-09-20,Product Issue,Medium,Resolved,44.9
1264,4067,2025-06-02,Product Issue,Low,Resolved,23.9
1265,4195,2025-06-21,General Inquiry,Low,Closed,85.8
1266,3343,2024-08-25,Product Issue,Medium,Resolved,4.9
1267,4290,2025-05-28,Product Issue,Medium,In Progress,29.9
1268,4388,2025-01-19,Refund Request,Medium,Closed,14.4
1269,3559,2025-04-23,General Inquiry,Low,Resolved,0.8
1270,3325,2025-01-12,Account Problem,Low,Resolved,2.0
1271,4964,2025-06-09,Refund Request,High,Closed,29.2
1272,776,2025-01-22,General Inquiry,Low,Open,15.6
1273,4022,2024-08-21,Product Issue,High,Resolved,17.1
1274,3942,2025-01-09,General Inquiry,High,Closed,2.5
1275,2316,2025-03-20,General Inquiry,Low,Closed,10.9
1276,1693,2025-03-04,Product Issue,Low,Closed,55.5
1277,3447,2024-09-03,Account Problem,Low,Open,62.6
1278,4159,2025-03-29,Shipping Delay,Medium,Resolved,40.2
1279,2416,2024-12-17,Refund Request,Low,Closed,5.0
1280,2882,2025-03-25,Refund Request,Medium,Closed,10.2
1281,3039,2024-10-16,Account Problem,High,Resolved,4.5
1282,212,2025-04-23,Shipping Delay,Medium,In Progress,13.8
1283,2236,2024-11-26,General Inquiry,Critical,Closed,19.8
1284,4674,2024-11-06,Account Problem,Critical,Resolved,15.4
1285,2149,2025-03-29,General Inquiry,Medium,Closed,18.6
1286,2460,2025-04-22,Shipping Delay,High,Resolved,5.7
1287,2109,2025-04-27,Product Issue,Low,Closed,18.2
1288,49,2025-02-28,Product Issue,High,In Progress,64.7
1289,4067,2024-09-19,Shipping Delay,High,Resolved,73.5
1290,4849,2024-12-25,General Inquiry,Medium,Open,0.8
1291,3527,2025-03-09,Product Issue,Low,In Progress,12.0
1292,3929,2025-04-17,Account Problem,Medium,Closed,14.5
1293,2927,2025-03-03,Shipping Delay,High,Closed,2.9
1294,3623,2024-11-20,Refund Request,Medium,Resolved,11.1
1295,1544,2024-10-19,Product Issue,Low,Closed,3.9
1296,429,2024-10-16,Account Problem,Medium,Resolved,7.0
1297,4977,2025-01-09,Shipping Delay,Low,In Progress,78.6
1298,4000,2025-07-03,Refund Request,Medium,Resolved,5.1
1299,2201,2025-02-22,Refund Request,Low,In Progress,1.2
1300,93,2024-09-07,Shipping Delay,High,Closed,1.9
1301,2375,2024-10-21,Shipping Delay,Medium,Open,22.8
1302,2276,2024-09-29,Account Problem,Low,Resolved,17.4
1303,2855,2024-09-27,Shipping Delay,Low,Open,62.9
1304,810,2025-01-23,Product Issue,Low,Closed,20.9
1305,3142,2025-03-15,Account Problem,Low,Closed,1.2
1306,1202,2025-06-03,Product Issue,Low,Open,35.2
1307,1639,2025-01-15,Refund Request,Low,Closed,29.9
1308,1541,2025-01-20,Refund Request,Medium,Open,20.9
1309,2118,2025-05-02,Shipping Delay,Critical,Resolved,1.5
1310,4157,2025-06-30,Shipping Delay,Medium,Resolved,2.5
1311,2198,2024-09-02,Product Issue,Low,Open,0.8
1312,510,2024-10-18,Shipping Delay,Low,Resolved,1.4
1313,1157,2025-06-30,General Inquiry,Low,Resolved,1.0
1314,2866,2025-03-14,Product Issue,Medium,In Progress,52.0
1315,149,2025-04-10,Product Issue,Low,Closed,1.4
1316,3021,2025-05-03,Product Issue,Medium,In Progress,2.3
1317,3808,2025-08-17,Refund Request,Critical,Resolved,61.2
1318,3811,2025-05-16,Account Problem,Medium,Open,15.9
1319,1352,2024-10-26,Account Problem,High,In Progress,3.3
1320,1328,2025-03-08,Account Problem,Medium,Closed,70.3
1321,3797,2025-07-24,Account Problem,High,Closed,23.2
1322,967,2025-07-13,Shipping Delay,High,Closed,31.6
1323,2893,2024-09-22,Product Issue,Low,In Progress,11.7
1324,2868,2024-11-24,Account Problem,Low,Closed,19.7
1325,1015,2025-04-12,Shipping Delay,High,In Progress,28.0
1326,2475,2025-03-01,Refund Request,High,Open,25.6
1327,1322,2025-04-09,Refund Request,Low,Resolved,27.5
1328,2748,2025-01-16,Refund Request,Medium,Resolved,0.9
1329,1686,2025-08-06,Refund Request,High,Closed,34.0
1330,801,2024-12-30,Account Problem,Low,Closed,16.1
1331,634,2025-07-28,Account Problem,High,Resolved,15.7
1332,1981,2025-02-01,Product Issue,Low,Resolved,29.9
1333,4917,2025-07-17,Shipping Delay,Low,Resolved,9.2
1334,4731,2025-04-29,Account Problem,Low,Resolved,24.7
1335,1159,2025-04-02,General Inquiry,Low,Resolved,61.7
1336,2666,2025-05-01,Refund Request,Low,In Progress,8.8
1337,2643,2025-07-14,Shipping Delay,High,Closed,3.9
1338,2094,2024-09-22,Product Issue,Medium,Open,65.5
1339,3903,2025-07-04,Refund Request,Medium,Closed,3.6
1340,2534,2025-05-21,Product Issue,Low,Closed,30.9
1341,121,2025-02-20,General Inquiry,Low,Closed,19.5
1342,1698,2025-03-19,Account Problem,Medium,Closed,7.5
1343,2939,2024-09-28,General Inquiry,Medium,Closed,10.8
1344,1857,2025-06-10,General Inquiry,High,Closed,11.4
1345,1232,2025-08-15,Refund Request,Low,Closed,4.9
1346,4086,2025-08-03,Account Problem,High,Open,52.9
1347,1603,2025-08-09,Shipping Delay,Medium,Closed,51.4
1348,4035,2025-01-06,Shipping Delay,Low,Resolved,3.9
1349,371,2024-11-25,Account Problem,Medium,Resolved,20.5
1350,4312,2025-05-06,Product Issue,Medium,Resolved,25.2
1351,1998,2025-06-04,Shipping Delay,Low,Open,24.6
1352,2903,2025-03-19,Product Issue,Medium,Closed,3.0
1353,4316,2025-05-15,General Inquiry,Medium,Open,44.0
1354,1652,2024-10-29,Account Problem,High,In Progress,0.8
1355,689,2025-01-13,Refund Request,Low,In Progress,55.3
1356,1825,2025-06-24,Account Problem,Low,Closed,58.9
1357,2533,2024-09-19,Refund Request,Low,Resolved,58.2
1358,1759,2025-05-31,Refund Request,Medium,Resolved,30.8
1359,3591,2025-06-16,Account Problem,Low,In Progress,3.7
1360,4750,2024-09-12,General Inquiry,Medium,Closed,3.6
1361,3070,2024-12-17,Product Issue,Medium,Resolved,41.7
1362,1447,2024-11-18,General Inquiry,Low,Closed,16.8
1363,2227,2025-03-21,General Inquiry,Medium,In Progress,41.8
1364,1499,2024-11-10,Refund Request,Medium,Open,6.8
1365,718,2024-11-11,Shipping Delay,Low,In Progress,20.6
1366,1938,2025-01-10,Refund Request,Medium,Closed,71.8
1367,421,2025-01-14,Product Issue,Low,Closed,37.3
1368,4964,2025-06-08,Account Problem,High,Closed,5.1
1369,969,2025-04-22,Shipping Delay,Low,Closed,5.2
1370,602,2025-07-12,Refund Request,Low,Closed,5.2
1371,4738,2025-06-13,Refund Request,Low,Resolved,13.0
1372,4672,2024-12-13,Account Problem,Medium,Closed,10.8
1373,3941,2024-12-05,Product Issue,Low,In Progress,5.4
1374,665,2025-04-03,Refund Request,High,Open,7.1
1375,3050,2024-11-01,Refund Request,Medium,In Progress,66.1
1376,3799,2024-12-04,Shipping Delay,Critical,In Progress,14.8
1377,2751,2025-02-14,Product Issue,Low,Resolved,27.6
1378,2726,2025-05-16,Refund Request,High,Resolved,69.9
1379,450,2024-12-04,Product Issue,High,Closed,49.2
1380,3683,2024-11-13,Refund Request,Low,In Progress,29.1
1381,3159,2024-09-06,General Inquiry,Low,Closed,10.3
1382,960,2024-11-15,Product Issue,Critical,Closed,7.5
1383,1665,2024-12-09,Account Problem,Critical,Resolved,44.5
